worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33903622,1,10,1,4,0.25,0.0625,0,0.8114819607659000,0.45736844543544600,0
33900189,1,0,1,0,0,0.5,0,0.6452702497313800,0.4702811244979920,0
33793607,0,8,0,0,0,0,1,0.8037830241256800,0.4794343448526500,1
33721948,0,12,0,4,0.25,0,0,0.7346427550328100,0.50327830846225500,0
33565158,1,4,1,2,0.25,0.125,0,0.6963623022955000,0.39115400495458300,0
33500282,8,0,8,0,0,0.5,0,0.6045836276869,0.38999677089706500,0
33386576,7,0,7,0,0,0.5,0,0.51117545041101000,0.41161768263183400,0
33189780,6,0,6,0,0,0.5,0,0.4500391772021000,0.34154265660142500,1
32799278,0,10,0,2,0.166666666666667,0,0,0.7086356347762300,0.6096837944664030,0
32352104,0,12,0,0,0,0,1,0.8037271973402100,0.6442687747035570,1
32338429,0,16,0,0,0,0,1,0.7997747624773600,0.5912509417492810,1
32306192,0,26,0,2,0.0714285714285714,0,0,0.5583459666435000,0.42830716550474600,0
32053642,12,0,12,4,0.142857142857143,0.428571428571429,0,0.7063310325446000,0.4261366737097470,0
31304413,3,10,3,0,0,0.1875,0,0.7693282903718900,0.5612858484870340,0
31184650,0,16,0,0,0,0,1,0.7964746658849300,0.6258677184756920,1
30901412,6,4,6,0,0,0.375,0,0.6079901945626600,0.45475708364061200,0
30779198,6,2,6,2,0.125,0.375,0,0.6481205077192900,0.41827851090733900,0
29849805,9,6,9,4,0.142857142857143,0.321428571428571,0,0.7603932981718400,0.45308865988190300,0
29216552,0,4,0,0,0,0,1,0.832773096527990,0.60103092783505200,1
29155723,7,2,7,0,0,0.4375,0,0.7561598130531300,0.42480314988810900,0
28884030,0,0,0,28,1,0,1,0.19417532438720000,0.15591397849462400,1
28524232,6,2,6,2,0.125,0.375,0,0.5439695889022400,0.39289353404414400,0
28103910,1,14,1,0,0,0.0625,0,0.6873190199364200,0.5951086956521740,0
26602053,7,2,7,0,0,0.4375,0,0.7698109725227900,0.4418200866144870,0
25257275,3,8,3,2,0.125,0.1875,0,0.6947315231203500,0.5639534883720930,0
23804661,4,8,4,0,0,0.25,0,0.7460242061188100,0.4977230543985600,0
22535866,7,0,7,2,0.125,0.4375,0,0.6479504333669900,0.5400763358778630,0
22222103,0,12,0,4,0.25,0,0,0.6728078785091000,0.44967824527179800,0
22166359,2,0,2,0,0,0.5,0,0.5733393024450900,0.4878006872852230,0
22141613,0,0,0,28,1,0,1,0.19417532438720000,0.15591397849462400,1
21665495,0,14,0,2,0.125,0,0,0.7551066501683900,0.6121262458471760,0
21490235,3,10,3,0,0,0.1875,0,0.7848205192165400,0.5986157253599110,0
20312760,8,0,8,0,0,0.5,0,0.4745074091591400,0.41269549233834900,0
20113482,7,0,7,2,0.125,0.4375,0,0.6163532909974400,0.37594590956062100,0
20043586,1,4,1,10,0.625,0.0625,0,0.4886635250867900,0.3541823120209410,1
19294877,0,4,0,0,0,0,1,0.8385760230645000,0.50262425824010200,1
17950689,1,22,1,4,0.142857142857143,0.0357142857142857,0,0.6884781788258600,0.4492447692163060,0
16682358,2,12,2,0,0,0.125,0,0.6639844799893200,0.4441299475304570,0
16654434,4,8,4,0,0,0.25,0,0.751687230056590,0.52394594565972900,0
16101132,0,0,0,4,1,0,1,0.11067426165943000,0.09278350515463920,1
14571439,0,8,0,0,0,0,1,0.7843816282434900,0.6177478720956980,1
13581319,4,4,4,4,0.25,0.25,0,0.6868635246330500,0.4470767839566500,0
9653950,0,4,0,0,0,0,1,0.8214933716130800,0.4920605168027850,1
6344072,0,8,0,4,0.333333333333333,0,0,0.6699082532777400,0.43533529741863100,0
4711962,0,28,0,0,0,0,1,0.7036398285211900,0.5920899422411520,1
4688131,6,2,6,2,0.125,0.375,0,0.6738649144045800,0.484250282545737,0
3587109,0,16,0,0,0,0,1,0.67743223026117000,0.50412391226344700,1
