worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
33761260,14,2,14,0,0,0.466666666666667,0,4.25,2.57,0.4624413225619827,0.2608695652173913,0,0,0,0,0,0
33721948,0,10,0,4,0.285714285714286,0,0,1,NONE,0.7193380728090678,0.4339080459770115,0,0,0,0,0,0
33294824,4,6,4,0,0,0.285714285714286,0,1.4,1,0.48996053174563514,0.28735632183908044,0,0,0,0,0,0
33271440,0,0,0,36,1,0,1,NONE,NONE,0.2434146015129298,0.1552511415525114,1,1,0,0,0,0
32424428,15,6,15,0,0,0.416666666666667,0,4.33,2.2,0.41890782581012537,0.23819742489270387,0,0,0,0,0,0
32292681,0,36,0,0,0,0,1,1,NONE,0.7069173344424722,0.4206008583690987,0,0,0,0,0,0
31906954,0,36,0,0,0,0,1,1,NONE,0.7069173344424722,0.4206008583690987,0,0,0,0,0,0
31743852,4,0,4,6,0.428571428571429,0.285714285714286,0,4,0,0.4433140094483704,0.25862068965517243,0,0,0,0,0,0
31304413,7,0,7,0,0,0.5,0,1.57,1,0.44930176194288635,0.26436781609195403,0,0,0,0,0,0
30326470,9,14,9,4,0.111111111111111,0.25,0,3.61,1.33,0.5158565700790644,0.3219178082191781,0,0,0,0,0,0
30137403,1,34,1,0,0,0.0277777777777778,0,7,4,0.7039052039081651,0.4200913242009132,0,0,0,0,0,0
29849805,11,8,11,6,0.166666666666667,0.305555555555556,0,4.53,3.18,0.6155360764917025,0.38197424892703863,0,0,0,0,0,0
29155723,7,14,7,8,0.222222222222222,0.194444444444444,0,4.67,3.29,0.6652412465969445,0.41416309012875535,0,0,0,0,0,0
29096504,0,36,0,0,0,0,1,2.92,NONE,0.7319378899645578,0.4337899543378995,0,0,0,0,0,0
28884030,0,0,0,36,1,0,1,NONE,NONE,0.2434146015129298,0.1552511415525114,1,1,0,0,0,0
28524232,1,6,1,6,0.428571428571429,0.0714285714285714,0,4.71,0,0.6007350737441111,0.35919540229885055,0,0,0,0,0,0
28513920,0,22,0,14,0.388888888888889,0,0,1,NONE,0.4570881123485135,0.271689497716895,0,0,0,0,0,0
28351359,16,0,16,4,0.111111111111111,0.444444444444444,0,3.38,0,0.42738602833225814,0.2625570776255708,0,0,0,0,0,0
28103910,0,4,0,6,0.6,0,0,1,NONE,0.6157203585499226,0.3711340206185567,1,0,0,0,1,0
27934334,8,2,8,18,0.5,0.222222222222222,0,5.6,0,0.4634895416580247,0.2922374429223744,0,0,0,0,0,0
27753923,18,0,18,0,0,0.5,0,1,0,0.31828377339821123,0.18240343347639484,1,1,0,0,0,0
25257275,0,36,0,0,0,0,1,1,NONE,0.7319378899645578,0.4337899543378995,0,0,0,0,0,0
24449707,16,4,16,0,0,0.444444444444444,0,4.35,2.38,0.5215063290019535,0.3261802575107296,0,0,0,0,0,0
23503585,0,36,0,0,0,0,1,6.78,NONE,0.7319378899645578,0.4337899543378995,0,0,0,0,0,0
22222103,0,34,0,2,0.0555555555555556,0,0,2.03,NONE,0.7751419702009371,0.4634703196347032,0,0,0,0,0,0
21665495,0,12,0,2,0.142857142857143,0,0,1,NONE,0.7101033906049934,0.4281609195402299,0,0,0,0,0,0
21613169,0,32,0,4,0.111111111111111,0,0,2.13,NONE,0.782067981853993,0.4680365296803653,0,0,0,0,0,0
21490235,6,0,6,2,0.142857142857143,0.428571428571429,0,1.5,1,0.49819329498788534,0.2959770114942529,0,0,0,0,0,0
20447575,7,6,7,0,0,0.35,0,4.31,2.57,0.5614073300077689,0.36065573770491804,0,0,0,0,0,0
20113482,11,8,11,6,0.166666666666667,0.305555555555556,0,6,3,0.695465169048053,0.4270386266094421,0,0,0,0,0,0
19913374,0,36,0,0,0,0,1,1,NONE,0.7069173344424722,0.4206008583690987,0,0,0,0,0,0
19302668,18,0,18,0,0,0.5,0,1,1.06,0.37289915466423545,0.22602739726027396,1,1,0,0,0,0
19294877,5,4,5,0,0,0.357142857142857,0,8.33,0,0.5269644385568882,0.3160919540229885,0,0,0,0,0,0
18990100,6,0,6,2,0.142857142857143,0.428571428571429,0,5.67,4.33,0.47891520192153436,0.27873563218390807,0,0,0,0,0,0
17950689,0,20,0,16,0.444444444444444,0,0,1.15,NONE,0.620776998031175,0.388412017167382,0,0,0,0,0,0
16101132,0,34,0,2,0.0555555555555556,0,0,0.79,NONE,0.7467980238914378,0.44849785407725323,0,0,0,0,0,0
15577915,7,0,7,0,0,0.5,0,2.86,0,0.44930176194288635,0.26436781609195403,0,0,0,0,0,0
15439740,8,10,8,10,0.277777777777778,0.222222222222222,0,5.94,7,0.5916926522371084,0.3675799086757991,0,0,0,0,0,0
13763729,9,0,9,0,0,0.5,0,5,0,0.4538400596422358,0.26649076517150394,0,0,0,0,0,0
13581319,18,0,18,0,0,0.5,0,2.83,0,0.399156520137772,0.2296137339055794,1,1,0,0,0,0
11382239,8,4,8,16,0.444444444444444,0.222222222222222,0,4.17,3.75,0.5278409117043957,0.34334763948497854,0,0,0,0,0,0
4711962,0,36,0,0,0,0,1,1,NONE,0.7319378899645578,0.4337899543378995,0,0,0,0,0,0
4688131,5,0,5,4,0.285714285714286,0.357142857142857,0,2.4,0,0.5257151369442571,0.3132183908045977,0,0,0,0,0,0
3587109,0,36,0,0,0,0,1,1.86,NONE,0.7374237471574753,0.4392935982339956,0,0,0,0,0,0
2143114,7,0,7,0,0,0.5,0,1,0,0.4177872833292143,0.23563218390804597,1,1,0,0,0,0
