entity/text/news/tweet/38583,63
entity/text/news/tweet/38616,118
entity/text/news/tweet/38667,130
entity/text/news/tweet/38698,222
entity/text/news/tweet/38708,172
entity/text/news/tweet/38741,175
entity/text/news/tweet/38784,189
entity/text/news/tweet/38789,167
entity/text/news/tweet/38797,89
entity/text/news/tweet/38807,126
entity/text/news/tweet/38841,167
entity/text/news/tweet/38853,188
entity/text/news/tweet/38893,139
entity/text/news/tweet/38897,141
entity/text/news/tweet/38910,199
entity/text/news/tweet/38914,79
entity/text/news/tweet/38920,101
entity/text/news/tweet/38935,235
entity/text/news/tweet/38948,21
entity/text/news/tweet/38984,123
entity/text/news/tweet/38993,179
