entity/text/news/tweet/38594,82,,,
entity/text/news/tweet/38594,22,,,
entity/text/news/tweet/38621,37,,,
entity/text/news/tweet/38621,53,,,
entity/text/news/tweet/38654,61,,,
entity/text/news/tweet/38654,21,,,
entity/text/news/tweet/38664,35,,,
entity/text/news/tweet/38664,19,,,
entity/text/news/tweet/38714,84,,,
entity/text/news/tweet/38714,33,,,
entity/text/news/tweet/38719,85,,,
entity/text/news/tweet/38719,29,,,
entity/text/news/tweet/38722,97,,,
entity/text/news/tweet/38729,-8,,,
entity/text/news/tweet/38821,78,,,
entity/text/news/tweet/38837,73,,,
entity/text/news/tweet/38837,41,,,
entity/text/news/tweet/38977,78,,,
entity/text/news/tweet/38977,37,,,
entity/text/news/tweet/38997,77,,,
entity/text/news/tweet/38997,28,,,
