entity/text/news/tweet/38604,34,,,
entity/text/news/tweet/38604,6,,,
entity/text/news/tweet/38604,11,,,
entity/text/news/tweet/38604,0,,,
entity/text/news/tweet/38626,27,,,
entity/text/news/tweet/38626,21,,,
entity/text/news/tweet/38626,4,,,
entity/text/news/tweet/38626,6,,,
entity/text/news/tweet/38628,50,,,
entity/text/news/tweet/38628,57,,,
entity/text/news/tweet/38628,25,,,
entity/text/news/tweet/38628,12,,,
entity/text/news/tweet/38632,49,,,
entity/text/news/tweet/38640,69,,,
entity/text/news/tweet/38640,12,,,
entity/text/news/tweet/38640,22,,,
entity/text/news/tweet/38640,6,,,
entity/text/news/tweet/38661,94,,,
entity/text/news/tweet/38661,31,,,
entity/text/news/tweet/38661,10,,,
entity/text/news/tweet/38663,114,,,
entity/text/news/tweet/38663,8,,,
entity/text/news/tweet/38676,188,,,
entity/text/news/tweet/38677,56,,,
entity/text/news/tweet/38677,11,,,
entity/text/news/tweet/38677,14,,,
entity/text/news/tweet/38677,9,,,
entity/text/news/tweet/38687,38,,,
entity/text/news/tweet/38750,145,,,
entity/text/news/tweet/38750,39,,,
entity/text/news/tweet/38750,17,,,
entity/text/news/tweet/38758,82,,,
entity/text/news/tweet/38758,69,,,
entity/text/news/tweet/38758,13,,,
entity/text/news/tweet/38776,39,,,
entity/text/news/tweet/38776,-3,,,
entity/text/news/tweet/38776,17,,,
entity/text/news/tweet/38776,17,,,
entity/text/news/tweet/38786,-16,,,
entity/text/news/tweet/38862,78,,,
entity/text/news/tweet/38862,8,,,
entity/text/news/tweet/38862,3,,,
entity/text/news/tweet/38867,80,,,
entity/text/news/tweet/38867,30,,,
entity/text/news/tweet/38867,20,,,
entity/text/news/tweet/38867,12,,,
entity/text/news/tweet/38870,117,,,
entity/text/news/tweet/38870,65,,,
entity/text/news/tweet/38870,30,,,
entity/text/news/tweet/38870,22,,,
entity/text/news/tweet/38876,108,,,
entity/text/news/tweet/38876,39,,,
entity/text/news/tweet/38876,21,,,
entity/text/news/tweet/38876,13,,,
entity/text/news/tweet/38879,84,,,
entity/text/news/tweet/38879,25,,,
entity/text/news/tweet/38879,26,,,
entity/text/news/tweet/38879,4,,,
entity/text/news/tweet/38927,27,,,
entity/text/news/tweet/38933,40,,,
entity/text/news/tweet/38933,4,,,
entity/text/news/tweet/38961,6,,,
entity/text/news/tweet/38961,-10,,,
entity/text/news/tweet/38961,3,,,
entity/text/news/tweet/38961,8,,,
