worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33397209,0,36,0,0,0,0,1,1,NONE,0.8126616829905973,0.665443988246186,1
33386576,13,4,13,6,0.166666666666667,0.361111111111111,0,2.88,0,0.5618992892534423,0.4349211337270905,1
33294824,13,10,13,0,0,0.361111111111111,0,1.96,1.23,0.7559555294833241,0.5702621290445201,0
33081699,0,36,0,0,0,0,1,1,NONE,0.8059793484355938,0.7082191780821918,1
32352104,6,16,6,8,0.222222222222222,0.166666666666667,0,1.05,1,0.7040268540133696,0.6067152398883167,0
32292681,0,36,0,0,0,0,1,1,NONE,0.8059793484355938,0.7082191780821918,1
32053642,18,0,18,0,0,0.5,0,4.61,2.67,0.7459366198496988,0.48748513030251034,0
31906954,0,36,0,0,0,0,1,1,NONE,0.8022753670255087,0.7054794520547946,1
31861996,0,24,0,0,0,0,1,1,NONE,0.5097763572438043,0.4289772727272727,1
29216552,6,4,6,0,0,0.375,0,1,0,0.7193445056342198,0.6440677966101694,0
29209955,6,24,6,0,0,0.166666666666667,0,1,0,0.7977883699612809,0.6923076923076923,0
29155723,10,16,10,0,0,0.277777777777778,0,5.46,6.9,0.7493604671919536,0.4595810804401729,0
28351359,15,0,15,6,0.166666666666667,0.416666666666667,0,2.07,0,0.483062617732394,0.43752164753295975,1
28103910,3,18,3,12,0.333333333333333,0.0833333333333333,0,1.14,1,0.6871978713625635,0.5871984814635914,0
27753923,17,0,17,2,0.0555555555555556,0.472222222222222,0,1,1,0.6870314263389699,0.6219178082191781,0
25257275,0,36,0,0,0,0,1,1,NONE,0.8168246996205206,0.7046703296703296,1
24449707,18,0,18,0,0,0.5,0,4.11,3.39,0.7705566213439654,0.5078861548973905,0
20312760,16,0,16,0,0,0.5,0,1.56,0,0.5634602029777367,0.48891678713637177,0
20113482,10,6,10,10,0.277777777777778,0.277777777777778,0,6.88,4.3,0.6448157954370446,0.41211550071672653,0
20043586,8,10,8,10,0.277777777777778,0.222222222222222,0,5.33,5.63,0.5949726580056781,0.3989756504755465,1
19913374,0,36,0,0,0,0,1,1,NONE,0.8059793484355938,0.7082191780821918,1
18990100,18,0,18,0,0,0.5,0,5.44,2.5,0.7371906060030735,0.47636181826707374,0
18960682,6,18,6,6,0.166666666666667,0.166666666666667,0,5.92,4.5,0.673767339090512,0.42711946025269953,0
18317462,17,2,17,0,0,0.472222222222222,0,3.89,0.35,0.6737568572777326,0.473819175317463,0
16689653,4,18,4,10,0.277777777777778,0.111111111111111,0,4,4.5,0.6187105596239686,0.4208106688684796,0
13581319,18,0,18,0,0,0.5,0,1.83,0,0.5802666045247136,0.4881129558926994,0
11382239,16,4,16,0,0,0.444444444444444,0,4.3,2,0.7634707235975313,0.503813512669044,0
6344072,1,34,1,0,0,0.0277777777777778,0,2.51,2,0.8177598360118126,0.5726912815900017,0
4711962,0,34,0,2,0.0555555555555556,0,0,1,NONE,0.8168246996205206,0.7046703296703296,0
3587109,0,36,0,0,0,0,1,1.28,NONE,0.8109377810124403,0.6753703375289509,1
2143114,18,0,18,0,0,0.5,0,1,0,0.6187971881422784,0.5472602739726027,0
