worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
33761260,10,8,10,0,0,0.36,0,3.17,1.8,0.56,0.32,0,0,0,0,0,0
33721948,0,6,0,22,0.785714285714286,0,0,1,NONE,0.3,0.17,1,1,0,0,0,0
33538351,6,12,6,0,0,0.25,0,2.94,1.5,0.66,0.38,0,0,0,0,0,0
33500282,14,0,14,0,0,0.5,0,4.07,0,0.39,0.23,1,1,0,0,0,0
33467170,10,8,10,0,0,0.36,0,3.06,0,0.55,0.3,0,0,0,0,0,0
33294824,3,18,3,0,0,0.13,0,1.24,1,0.62,0.37,0,0,0,0,0,0
33271440,0,0,0,28,1,0,1,NONE,NONE,0.15,0.09,1,1,0,0,0,0
33230986,0,28,0,0,0,0,1,1,NONE,0.69,0.4,0,0,0,0,0,0
32424428,10,4,10,0,0,0.42,0,3.57,1.8,0.57,0.32,0,0,0,0,0,0
32352104,0,6,0,18,0.75,0,0,1.17,NONE,0.37,0.22,1,1,0,0,0,0
32338429,0,28,0,0,0,0,1,1.32,NONE,0.69,0.4,0,0,0,0,0,0
32292681,4,20,4,0,0,0.14,0,2.38,1.75,0.67,0.4,0,0,0,0,0,0
32281591,2,12,2,0,0,0.13,0,4.93,4,0.67,0.39,0,0,0,0,0,0
32123974,12,0,12,0,0,0.5,0,6,3.58,0.48,0.28,0,0,0,0,0,0
31906954,0,24,0,0,0,0,1,1,NONE,0.63,0.38,0,0,0,0,0,0
31304413,10,8,10,0,0,0.36,0,2.17,1,0.57,0.33,0,0,0,0,0,0
30326470,10,2,10,2,0.0833333333333333,0.42,0,3.42,1.3,0.52,0.29,0,0,0,0,0,0
30137403,8,12,8,0,0,0.29,0,7.15,4.13,0.58,0.35,0,0,0,0,0,0
29849805,13,0,13,2,0.0714285714285714,0.46,0,4.77,3.85,0.5,0.3,0,0,0,0,0,0
29096504,0,28,0,0,0,0,1,2.14,NONE,0.66,0.39,0,0,0,0,0,0
28884030,0,0,0,28,1,0,1,NONE,NONE,0.13,0.09,1,1,0,0,0,0
28169121,13,2,13,0,0,0.46,0,4.07,1.62,0.49,0.29,0,0,0,0,0,0
28103910,0,2,0,6,0.75,0,0,1,NONE,0.39,0.24,1,1,0,0,0,0
27934334,11,2,11,4,0.142857142857143,0.39,0,5.54,0,0.47,0.25,0,0,0,0,0,0
27753923,14,0,14,0,0,0.5,0,1,0,0.45,0.28,0,0,0,0,0,0
25257275,2,24,2,0,0,0.07,0,1.04,1,0.7,0.4,0,0,0,0,0,0
24449707,12,4,12,0,0,0.43,0,3.44,2.42,0.55,0.34,0,0,0,0,0,0
23503585,1,26,1,0,0,0.04,0,7.52,7,0.65,0.38,0,0,0,0,0,0
21662236,5,14,5,0,0,0.21,0,3.11,2.2,0.61,0.36,0,0,0,0,0,0
21613169,0,28,0,0,0,0,1,2.18,NONE,0.66,0.39,0,0,0,0,0,0
21490235,10,4,10,0,0,0.42,0,1.36,1,0.54,0.33,0,0,0,0,0,0
20113482,5,2,5,16,0.571428571428571,0.18,0,6,3,0.35,0.22,1,1,0,0,0,0
19913374,0,26,0,2,0.0714285714285714,0,0,1,NONE,0.67,0.39,0,0,0,0,0,0
19498096,0,28,0,0,0,0,1,1.54,NONE,0.66,0.39,0,0,0,0,0,0
19302668,14,0,14,0,0,0.5,0,1.36,1.07,0.48,0.27,0,0,0,0,0,0
19112246,0,24,0,0,0,0,1,3.25,NONE,0.63,0.38,0,0,0,0,0,0
18990100,14,0,14,0,0,0.5,0,6.5,2.86,0.55,0.32,0,0,0,0,0,0
17950689,0,8,0,16,0.666666666666667,0,0,1.5,NONE,0.44,0.28,1,0,0,0,1,0
16101132,0,20,0,8,0.285714285714286,0,0,1.25,NONE,0.47,0.27,0,0,0,0,0,0
15577915,11,2,11,0,0,0.46,0,3.08,0,0.53,0.31,0,0,0,0,0,0
14353703,13,0,13,2,0.0714285714285714,0.46,0,4.31,0,0.52,0.31,0,0,0,0,0,0
13581319,14,0,14,0,0,0.5,0,3.14,0,0.52,0.31,0,0,0,0,0,0
4711962,0,28,0,0,0,0,1,1,NONE,0.69,0.4,0,0,0,0,0,0
4688131,11,2,11,0,0,0.46,0,2.69,0,0.49,0.3,0,0,0,0,0,0
3587109,0,28,0,0,0,0,1,1.93,NONE,0.69,0.4,0,0,0,0,0,0
2143114,12,0,12,0,0,0.5,0,1,0,0.48,0.28,0,0,0,0,0,0
