worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
33761260,11,14,11,0,0,0.305555555555556,0,2.88,1.82,0.5610801263600194,0.32532751091703055,0,0,0,0,0,0
33565158,0,14,0,22,0.611111111111111,0,0,4.29,NONE,0.4487765233534957,0.2576419213973799,1,0,0,0,1,0
33330229,13,0,13,0,0,0.5,0,8.69,0,0.3946220335794327,0.22941176470588234,1,1,0,0,0,0
33294824,9,18,9,0,0,0.25,0,1.67,1,0.516134080581546,0.3034934497816594,0,0,0,0,0,0
33271440,0,0,0,4,1,0,1,NONE,NONE,0.34467611025803496,0.189873417721519,1,1,0,0,0,0
33230986,0,8,0,0,0,0,1,1,NONE,0.6872226565543643,0.4057971014492754,0,0,0,0,0,0
32424428,14,6,14,2,0.0555555555555556,0.388888888888889,0,3.3,2,0.49718271184483076,0.3078602620087336,0,0,0,0,0,0
32352104,6,10,6,14,0.388888888888889,0.166666666666667,0,1.06,1.17,0.6253075103235983,0.3558951965065502,0,0,0,0,0,0
32292681,0,36,0,0,0,0,1,1,NONE,0.7295287826307407,0.42139737991266374,0,0,0,0,0,0
32123974,18,0,18,0,0,0.5,0,6.67,3.56,0.386264075099263,0.23580786026200873,1,1,0,0,0,0
31906954,0,36,0,0,0,0,1,1,NONE,0.7295973349878675,0.4138755980861244,0,0,0,0,0,0
31743852,15,0,15,6,0.166666666666667,0.416666666666667,0,5.27,0,0.39971557821137915,0.24435318275154005,0,0,0,0,0,0
31304413,11,2,11,0,0,0.458333333333333,0,1.15,1.27,0.4614522104817721,0.29222520107238603,0,0,0,0,0,0
31184650,0,36,0,0,0,0,1,1.06,NONE,0.7295287826307407,0.42139737991266374,0,0,0,0,0,0
31065274,13,10,13,0,0,0.361111111111111,0,5.91,3.54,0.5584726283074896,0.32532751091703055,0,0,0,0,0,0
30326470,11,10,11,4,0.111111111111111,0.305555555555556,0,2.9,1.09,0.5815611017282738,0.32096069868995636,0,0,0,0,0,0
30137403,4,28,4,0,0,0.111111111111111,0,8.09,4.25,0.6091165520432664,0.3470225872689938,0,0,0,0,0,0
29849805,6,0,6,2,0.142857142857143,0.428571428571429,0,5.5,4.67,0.4519070000847692,0.25475285171102663,0,0,0,0,0,0
29155723,2,8,2,2,0.142857142857143,0.142857142857143,0,5,3.5,0.7062148940748597,0.40304182509505704,0,0,0,0,0,0
29096504,0,14,0,0,0,0,1,2.86,NONE,0.6561769560050558,0.4068441064638783,0,0,0,0,0,0
28884030,0,0,0,36,1,0,1,NONE,NONE,0.2701588753887051,0.15938864628820962,1,1,0,0,0,0
28513920,0,10,0,26,0.722222222222222,0,0,1,NONE,0.4124540167545483,0.23799126637554585,1,0,1,0,0,0
28351359,6,0,6,2,0.142857142857143,0.428571428571429,0,3.67,0,0.4393523429064245,0.2585551330798479,0,0,0,0,0,0
28103910,1,20,1,14,0.388888888888889,0.0277777777777778,0,1.1,1,0.6117032187098804,0.32751091703056767,0,0,0,0,0,0
27934334,8,4,8,16,0.444444444444444,0.222222222222222,0,7.92,0,0.4677327584974095,0.2731006160164271,0,0,0,0,0,0
25257275,1,16,1,2,0.1,0.05,0,1.06,1,0.6700054353060185,0.3738601823708207,0,0,0,0,0,0
24449707,4,0,4,0,0,0.5,0,3.75,2.25,0.30341523586865654,0.15934065934065933,1,1,0,0,0,0
23804661,5,16,5,2,0.0714285714285714,0.178571428571429,0,3.76,2.6,0.6614718928496222,0.3676092544987147,0,0,0,0,0,0
23503585,7,22,7,0,0,0.194444444444444,0,8.1,6.14,0.6778629453343679,0.3930131004366812,0,0,0,0,0,0
22388850,14,8,14,0,0,0.388888888888889,0,3.14,0,0.5146741265128183,0.29912663755458513,0,0,0,0,0,0
21801865,7,2,7,20,0.555555555555556,0.194444444444444,0,5.11,0.43,0.37248643521378,0.21615720524017468,1,1,0,0,0,0
21665495,0,6,0,0,0,0,1,1,NONE,0.6626064306724417,0.42,0,0,0,0,0,0
21613169,0,12,0,2,0.142857142857143,0,0,1.75,NONE,0.6828272640052971,0.4220532319391635,0,0,0,0,0,0
21490235,2,2,2,0,0,0.333333333333333,0,1.25,1,0.5361098608241818,0.32,0,0,0,0,0,0
20312760,16,2,16,2,0.0555555555555556,0.444444444444444,0,1.89,0,0.4400413246684038,0.265658747300216,0,0,0,0,0,0
20113482,11,6,11,8,0.222222222222222,0.305555555555556,0,7.71,2.55,0.5273205329168784,0.3078602620087336,0,0,0,0,0,0
19913374,0,16,0,0,0,0,1,1,NONE,0.662030185091036,0.3873239436619718,0,0,0,0,0,0
19498096,0,20,0,2,0.0909090909090909,0,0,1.4,NONE,0.6414606289632578,0.39692307692307693,0,0,0,0,0,0
19302668,6,2,6,0,0,0.428571428571429,0,1.5,1.17,0.5173601632393116,0.27756653992395436,0,0,0,0,0,0
17950689,0,28,0,8,0.222222222222222,0,0,1.57,NONE,0.6559645581715402,0.36681222707423583,0,0,0,0,0,0
16101132,0,14,0,0,0,0,1,1.07,NONE,0.6561769560050558,0.4068441064638783,0,0,0,0,0,0
15848372,5,14,5,12,0.333333333333333,0.138888888888889,0,6.74,6,0.6323568570175362,0.36026200873362446,0,0,0,0,0,0
14353703,6,0,6,2,0.142857142857143,0.428571428571429,0,4.67,0,0.41276369329636425,0.23193916349809887,1,1,0,0,0,0
14086483,2,0,2,0,0,0.5,0,2.5,0,0.32738564616823757,0.17721518987341772,1,1,0,0,0,0
13763729,4,2,4,0,0,0.4,0,6.17,0,0.5963691154530011,0.33658536585365856,0,0,0,0,0,0
11382239,5,2,5,2,0.142857142857143,0.357142857142857,0,7.71,3.8,0.538460194213127,0.30038022813688214,0,0,0,0,0,0
6488338,6,2,6,22,0.611111111111111,0.166666666666667,0,7.88,6.5,0.3994455966178305,0.22489082969432314,1,1,0,0,0,0
4711962,0,36,0,0,0,0,1,1,NONE,0.6851641611415863,0.39737991266375544,0,0,0,0,0,0
3587109,0,36,0,0,0,0,1,1.75,NONE,0.6851641611415863,0.39737991266375544,0,0,0,0,0,0
2143114,5,0,5,0,0,0.5,0,1,0,0.3883771275362235,0.2097560975609756,1,1,0,0,0,0
