unit_id,worker_id,tid,job_id,win,draw,lost,check_zero,
772418625,31304413,entity/text/news/tweet/38804,1714552889,0,1,0,0,
772418625,33725995,entity/text/news/tweet/38804,1714554926,0,0,0,1,
772418625,33721948,entity/text/news/tweet/38804,1714559795,0,0,0,1,
772418625,19913374,entity/text/news/tweet/38804,1714563524,0,1,0,0,
772418625,6309240,entity/text/news/tweet/38804,1714564368,0,0,0,1,
772418625,30137403,entity/text/news/tweet/38804,1714564469,0,1,0,0,
772418625,13581319,entity/text/news/tweet/38804,1714570199,0,0,1,0,
772418625,33761260,entity/text/news/tweet/38804,1714571250,0,1,0,0,
772418625,24449707,entity/text/news/tweet/38804,1714583820,0,0,1,0,
772418625,33230986,entity/text/news/tweet/38804,1714586327,0,1,0,0,
772418625,30901412,entity/text/news/tweet/38804,1714599362,0,0,1,0,
772418625,3587109,entity/text/news/tweet/38804,1714615075,0,1,0,0,
772418625,17950689,entity/text/news/tweet/38804,1714641981,0,0,0,1,
772418625,27042527,entity/text/news/tweet/38804,1714653652,0,1,0,0,
772418625,33271440,entity/text/news/tweet/38804,1714657947,0,0,0,1,
772418626,21490235,entity/text/news/tweet/38804,1714507941,0,0,1,0,
772418626,32338429,entity/text/news/tweet/38804,1714510819,0,0,0,1,
772418626,15577915,entity/text/news/tweet/38804,1714518340,0,0,1,0,
772418626,15439740,entity/text/news/tweet/38804,1714522987,0,0,0,1,
772418626,19302668,entity/text/news/tweet/38804,1714524701,0,0,1,0,
772418626,29155723,entity/text/news/tweet/38804,1714524863,0,0,0,1,
772418626,28884030,entity/text/news/tweet/38804,1714526643,0,0,0,1,
772418626,16101132,entity/text/news/tweet/38804,1714531523,0,1,0,0,
772418626,29849805,entity/text/news/tweet/38804,1714531955,0,0,1,0,
772418626,33500282,entity/text/news/tweet/38804,1714536562,0,0,1,0,
772418626,20113482,entity/text/news/tweet/38804,1714539993,0,0,0,1,
772418626,4711962,entity/text/news/tweet/38804,1714542476,0,1,0,0,
772418626,31184650,entity/text/news/tweet/38804,1714547658,0,1,0,0,
772418626,28790780,entity/text/news/tweet/38804,1714548359,0,0,0,1,
772418626,29096504,entity/text/news/tweet/38804,1714552326,0,0,0,1,
772418628,31304413,entity/text/news/tweet/38804,1714552825,0,0,1,0,
772418628,33725995,entity/text/news/tweet/38804,1714554776,0,0,0,1,
772418628,33721948,entity/text/news/tweet/38804,1714559729,0,0,0,1,
772418628,19913374,entity/text/news/tweet/38804,1714563317,0,1,0,0,
772418628,6309240,entity/text/news/tweet/38804,1714564228,0,0,0,1,
772418628,30137403,entity/text/news/tweet/38804,1714564265,0,1,0,0,
772418628,13581319,entity/text/news/tweet/38804,1714570095,0,0,1,0,
772418628,33761260,entity/text/news/tweet/38804,1714571096,0,0,1,0,
772418628,24449707,entity/text/news/tweet/38804,1714583447,0,0,1,0,
772418628,33230986,entity/text/news/tweet/38804,1714586054,0,1,0,0,
772418628,30901412,entity/text/news/tweet/38804,1714599202,0,0,1,0,
772418628,3587109,entity/text/news/tweet/38804,1714614503,0,1,0,0,
772418628,17950689,entity/text/news/tweet/38804,1714641187,0,0,0,1,
772418628,27042527,entity/text/news/tweet/38804,1714652913,0,0,1,0,
772418628,33271440,entity/text/news/tweet/38804,1714657633,0,0,0,1,
772418631,21490235,entity/text/news/tweet/38804,1714501678,0,0,0,1,
772418631,32338429,entity/text/news/tweet/38804,1714508947,0,0,0,1,
772418631,15577915,entity/text/news/tweet/38804,1714517863,0,0,1,0,
772418631,15439740,entity/text/news/tweet/38804,1714522499,0,0,0,1,
772418631,29155723,entity/text/news/tweet/38804,1714523314,0,0,0,1,
772418631,19302668,entity/text/news/tweet/38804,1714524232,0,0,0,1,
772418631,28884030,entity/text/news/tweet/38804,1714526211,0,0,0,1,
772418631,16101132,entity/text/news/tweet/38804,1714531053,0,1,0,0,
772418631,29849805,entity/text/news/tweet/38804,1714531425,0,0,1,0,
772418631,33500282,entity/text/news/tweet/38804,1714536186,0,0,1,0,
772418631,20113482,entity/text/news/tweet/38804,1714538650,0,0,0,1,
772418631,4711962,entity/text/news/tweet/38804,1714541822,0,1,0,0,
772418631,6344072,entity/text/news/tweet/38804,1714541986,0,0,0,1,
772418631,31184650,entity/text/news/tweet/38804,1714546657,0,1,0,0,
772418631,28790780,entity/text/news/tweet/38804,1714547917,0,0,0,1,
772418635,28103910,entity/text/news/tweet/38804,1714743812,0,0,0,1,
