worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
33939124,1,12,1,2,0.125,0.0625,0,0.6989477469170233,0.45433255269320844,0,0,0,0,0,0
33903622,0,14,0,2,0.125,0,0,0.7465158334222517,0.48711943793911006,0,0,0,0,0,0
33793607,0,14,0,2,0.125,0,0,0.7576460886506732,0.49767441860465117,0,0,0,0,0,0
33761260,8,4,8,4,0.166666666666667,0.333333333333333,0,0.4788725122582144,0.32548179871520344,0,0,0,0,0,0
33727304,3,8,3,2,0.125,0.1875,0,0.6582737416732204,0.4309133489461358,0,0,0,0,0,0
33725995,0,10,0,0,0,0,1,0.7642362830420155,0.4666666666666667,0,0,0,0,0,0
33721948,0,10,0,6,0.375,0,0,0.7819644359758314,0.5124653739612188,0,0,0,0,0,0
33565158,6,2,6,2,0.125,0.375,0,0.48724330536900884,0.33665835411471323,0,0,0,0,0,0
33538351,5,6,5,0,0,0.3125,0,0.47727243312388656,0.2927927927927928,0,0,0,0,0,0
33500282,6,0,6,4,0.25,0.375,0,0.5444799288392443,0.3589108910891089,0,0,0,0,0,0
33467170,1,14,1,12,0.428571428571429,0.0357142857142857,0,0.7539730355936066,0.4746450304259635,0,0,0,0,0,0
33453357,5,6,5,0,0,0.3125,0,0.4486241231321486,0.2599009900990099,0,0,0,0,0,0
33294824,6,4,6,0,0,0.375,0,0.46668362753827175,0.2529274004683841,0,0,0,0,0,0
33057016,0,12,0,4,0.25,0,0,0.7613985352123431,0.4846335697399527,0,0,0,0,0,0
32987272,0,14,0,2,0.125,0,0,0.7465158334222517,0.48711943793911006,0,0,0,0,0,0
32352104,3,12,3,4,0.181818181818182,0.136363636363636,0,0.7167403191585394,0.46405228758169936,0,0,0,0,0,0
32338429,0,20,0,0,0,0,1,0.6687107408292317,0.3957845433255269,0,0,0,0,0,0
32053642,14,0,14,0,0,0.5,0,0.29588300731643513,0.18661257606490872,1,1,0,0,0,0
31613324,0,8,0,8,0.5,0,0,0.6930248246759336,0.44554455445544555,0,0,0,0,0,0
31304413,6,12,6,4,0.142857142857143,0.214285714285714,0,0.5549636558968313,0.35489833641404805,0,0,0,0,0,0
31184650,0,14,0,2,0.125,0,0,0.7465158334222517,0.48711943793911006,0,0,0,0,0,0
31065274,4,4,4,4,0.25,0.25,0,0.5460059089303603,0.3465346534653465,0,0,0,0,0,0
30901412,4,4,4,4,0.25,0.25,0,0.5153453184495685,0.33518005540166207,0,0,0,0,0,0
30137403,1,4,1,0,0,0.166666666666667,0,0.5703693256802516,0.38028169014084506,0,0,0,0,0,0
29849805,11,4,11,2,0.0714285714285714,0.392857142857143,0,0.5277864170935432,0.3399602385685885,0,0,0,0,0,0
29688905,1,2,1,0,0,0.25,0,0.6236039417697138,0.3793103448275862,0,0,0,0,0,0
29248520,0,4,0,0,0,0,1,0.681147820388977,0.4166666666666667,0,0,0,0,0,0
29155723,0,12,0,4,0.25,0,0,0.7960768626856989,0.518005540166205,0,0,0,0,0,0
29096504,0,12,0,4,0.25,0,0,0.7960768626856989,0.518005540166205,0,0,0,0,0,0
28884030,0,0,0,16,1,0,1,0.33989515934482606,0.24376731301939059,1,1,0,0,0,0
28103910,2,12,2,0,0,0.125,0,0.6292641019534005,0.3765586034912718,0,0,0,0,0,0
27934334,4,10,4,4,0.181818181818182,0.181818181818182,0,0.647133196376683,0.42701525054466233,0,0,0,0,0,0
27753923,6,2,6,2,0.125,0.375,0,0.451189509503841,0.32084309133489464,0,0,0,0,0,0
27042527,0,4,0,0,0,0,1,0.713468424564535,0.42528735632183906,0,0,0,0,0,0
25257275,1,14,1,12,0.428571428571429,0.0357142857142857,0,0.7539730355936066,0.4746450304259635,0,0,0,0,0,0
24449707,6,2,6,2,0.125,0.375,0,0.44740700767650415,0.3231850117096019,0,0,0,0,0,0
23503585,3,8,3,2,0.125,0.1875,0,0.6965958474919651,0.456359102244389,0,0,0,0,0,0
22535866,8,0,8,0,0,0.5,0,0.267143287443423,0.1745152354570637,1,1,0,0,0,0
22222103,0,10,0,6,0.375,0,0,0.687559762169866,0.4430693069306931,0,0,0,0,0,0
22141613,0,0,0,16,1,0,1,0.26426390121753335,0.19950124688279303,1,1,0,0,0,0
21665495,0,16,0,0,0,0,1,0.6828938991444023,0.40399002493765584,0,0,0,0,0,0
21490235,7,8,7,6,0.214285714285714,0.25,0,0.5249924582065781,0.3002028397565923,0,0,0,0,0,0
20312760,7,0,7,2,0.125,0.4375,0,0.4310774579400655,0.3044496487119438,0,0,0,0,0,0
