worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33798502,0,24,0,0,0,0,1,2.04,NONE,0.76478084381792,0.5748435959264507,1
33793607,0,10,0,0,0,0,1,2.5,NONE,0.8499861152919175,0.6146438665471878,1
33761260,10,4,10,0,0,0.416666666666667,0,3.64,2.3,0.6807288871903006,0.47429586922511446,0
33565158,2,6,2,4,0.285714285714286,0.142857142857143,0,5,0,0.5081562046748358,0.4060914728648001,1
33538351,4,16,4,0,0,0.166666666666667,0,2.3,1.75,0.779683441864762,0.5684886094074881,0
33386576,6,2,6,0,0,0.428571428571429,0,2.5,0,0.6361811961477778,0.5006639398183517,0
33294824,5,14,5,0,0,0.208333333333333,0,1.79,1,0.7417951112279497,0.5838269962296353,0
33271440,0,0,0,24,1,0,1,NONE,NONE,0.08264478333258699,0.07075471698113209,1
32424428,9,6,9,0,0,0.375,0,3.73,2.22,0.6558550811211383,0.46225781240496366,0
32303982,10,4,10,0,0,0.416666666666667,0,3.07,0,0.6200047546742051,0.4870428065824485,0
32292681,0,24,0,0,0,0,1,1,NONE,0.8147335727320573,0.7252252252252251,1
32053642,12,0,12,0,0,0.5,0,5.42,3.17,0.7389817283100673,0.4736303001391482,0
31906954,0,24,0,0,0,0,1,1,NONE,0.8281296928502686,0.7441441441441441,1
31861996,0,18,0,0,0,0,1,1,NONE,0.5098612063095151,0.4120575221238938,1
31827582,11,0,11,2,0.0833333333333333,0.458333333333333,0,3.18,2.64,0.6693903124711962,0.4579613333065444,0
31613324,0,24,0,0,0,0,1,1.71,NONE,0.6094417939309862,0.4847148129816007,1
31256687,0,24,0,0,0,0,1,1.04,NONE,0.7603391949782891,0.6671907756813418,1
31184650,0,24,0,0,0,0,1,1.08,NONE,0.816252148192765,0.7251065383418324,1
30958667,7,10,7,0,0,0.291666666666667,0,4.41,0,0.7305744563120323,0.47082863659795093,0
30901412,17,2,17,0,0,0.472222222222222,0,3.42,0,0.6699887381699894,0.5092085011723604,0
30504276,0,14,0,0,0,0,1,1.21,NONE,0.8397183187216172,0.7333481384642889,1
30380759,6,6,6,0,0,0.333333333333333,0,5.75,4.83,0.7508501163347077,0.4740861202794052,0
29849805,12,0,12,0,0,0.5,0,5.25,2.92,0.730385110125352,0.4774003976943863,0
29216552,0,24,0,0,0,0,1,1,NONE,0.8281296928502686,0.7441441441441441,1
29209955,0,28,0,0,0,0,1,1,NONE,0.8258859676433824,0.7387096774193549,1
29155723,6,12,6,0,0,0.25,0,5.44,4.83,0.822444388000632,0.5131633849931958,0
28524232,8,6,8,2,0.0833333333333333,0.333333333333333,0,5.71,0.88,0.5759427510801272,0.3946039636895584,0
28513920,0,30,0,2,0.0625,0,0,1,NONE,0.8272089448341544,0.7379032258064515,0
28351359,12,0,12,0,0,0.5,0,2.92,0,0.5758213679266804,0.4694568676195119,0
28103910,1,22,1,0,0,0.0416666666666667,0,1.09,1,0.826179572335717,0.7070675306524362,0
27934334,6,8,6,4,0.166666666666667,0.25,0,5.64,0,0.679992017247796,0.46728248846418374,0
27753923,12,0,12,0,0,0.5,0,1,0.25,0.6287083558458233,0.5976909413854352,0
26649250,0,16,0,2,0.111111111111111,0,0,1.88,NONE,0.7728783289499745,0.5836048977552855,0
25257275,0,32,0,0,0,0,1,1,NONE,0.8042836651004716,0.7182539682539684,1
24449707,9,0,9,0,0,0.5,0,5.33,3.89,0.7216207072574359,0.46819355681505836,0
24043308,12,8,12,0,0,0.375,0,1.15,1,0.7431803006116975,0.6635817199088072,0
23503585,0,28,0,0,0,0,1,6.43,NONE,0.8132720319236953,0.49692263312485785,1
22166359,12,0,12,0,0,0.5,0,2.75,2.25,0.6466336746792982,0.4969785297631597,0
21875134,2,2,2,0,0,0.333333333333333,0,5,4,0.7533599684076986,0.5015253967063059,0
21801865,0,20,0,8,0.285714285714286,0,0,1,NONE,0.5171086778600084,0.4765325670498084,0
21665495,0,6,0,0,0,0,1,1,NONE,0.8548484535967285,0.7756147540983607,1
21613169,0,26,0,2,0.0714285714285714,0,0,2.08,NONE,0.7746266001591663,0.5808230203604587,0
21490235,7,8,7,2,0.0833333333333333,0.291666666666667,0,1.27,1,0.7376559911315883,0.6571799426151114,0
20506920,8,8,8,0,0,0.333333333333333,0,4.19,1.13,0.6872180676877819,0.4791193339488794,0
20312760,12,0,12,0,0,0.5,0,1.67,0,0.4868293565669735,0.4156830923606861,1
20113482,7,4,7,6,0.25,0.291666666666667,0,7.36,4.43,0.5979668386571577,0.35126686020193665,0
20043586,9,6,9,0,0,0.375,0,4.73,2.56,0.6293050082420305,0.44517169993751193,0
19913374,0,24,0,0,0,0,1,0.96,NONE,0.7788104440114192,0.678721174004193,1
18990100,12,0,12,0,0,0.5,0,7.58,3.58,0.7428283017727864,0.45647610347515644,0
17201951,2,10,2,0,0,0.142857142857143,0,2.42,1,0.7725116337228194,0.5722462013319073,0
16101132,0,14,0,4,0.222222222222222,0,0,0.5,NONE,0.5631701835092922,0.47400442477876104,0
15577915,12,0,12,0,0,0.5,0,2.67,0,0.637526199278698,0.5104450032739507,0
14353703,9,0,9,0,0,0.5,0,4.33,0,0.4441352445708313,0.4132407135828248,1
14321493,0,6,0,0,0,0,1,2,NONE,0.8391040210648857,0.6454918032786886,1
13581319,18,0,18,0,0,0.5,0,2.78,0,0.6457446655634649,0.5193334570208832,0
6344072,2,24,2,0,0,0.0714285714285714,0,2.85,4.5,0.8362416460715115,0.5736603518039214,0
4711962,0,24,0,0,0,0,1,1,NONE,0.8281296928502686,0.7441441441441441,1
3587109,0,24,0,0,0,0,1,1.79,NONE,0.8249438093066265,0.630383764267412,1
2143114,12,0,12,0,0,0.5,0,1,0,0.621077933632062,0.5901420959147425,0
1902687,0,10,0,0,0,0,1,4.2,NONE,0.8661824596026009,0.5568160411587136,1
