worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33903622,0,14,0,2,0.125,0,0,0.8520495761241740,0.55482802066500700,0
33793607,0,16,0,0,0,0,1,0.7880217818394890,0.51595899580707800,1
33761260,3,2,3,8,0.5,0.1875,0,0.50917155669447500,0.3586304687251060,1
33727304,2,10,2,2,0.125,0.125,0,0.7512948762315740,0.52846593960017900,0
33725995,0,14,0,2,0.125,0,0,0.57794646022519300,0.43658999077928800,0
33721948,0,10,0,6,0.375,0,0,0.7237264188240600,0.6234939759036140,0
33565158,2,6,2,6,0.375,0.125,0,0.6484440475584290,0.4413451321997440,0
33538351,5,6,5,0,0,0.3125,0,0.686079206114000,0.5000062590756600,0
33500282,8,0,8,0,0,0.5,0,0.6107895339746760,0.4193269853042620,0
33467170,0,10,0,6,0.375,0,0,0.7008828270327250,0.5843373493975900,0
33294824,3,10,3,0,0,0.1875,0,0.6942148634539630,0.575147336162188,0
33014503,2,0,2,0,0,0.5,0,0.6292193166869600,0.4506563329143970,0
32987272,0,4,0,0,0,0,1,0.7945087535436290,0.7112903225806450,1
32840743,2,8,2,4,0.25,0.125,0,0.7631542351366510,0.6416803577948160,0
32799278,0,16,0,0,0,0,1,0.7568110397383340,0.6881188118811880,1
32338429,0,8,0,0,0,0,1,0.6725113671930740,0.52137624280481400,1
32281591,1,14,1,0,0,0.0625,0,0.6775142728951280,0.4087093004724350,0
32053642,5,6,5,0,0,0.3125,0,0.7480222822750940,0.48778426104530600,0
31743852,2,10,2,2,0.125,0.125,0,0.8195596369317730,0.5816937462977070,0
31613324,0,14,0,2,0.125,0,0,0.7465920473114080,0.48446399034452800,0
31304413,2,6,2,6,0.375,0.125,0,0.7220952878361050,0.5868586858685870,0
31184650,0,12,0,4,0.25,0,0,0.7954513649810880,0.6593875502008030,0
30482004,2,0,2,0,0,0.5,0,0.626979516186908,0.4667245657568240,0
30137403,5,6,5,0,0,0.3125,0,0.7426923389914090,0.42474498101298300,0
29849805,2,2,2,2,0.25,0.25,0,0.7141411283054290,0.47546833462515500,0
29155723,4,8,4,0,0,0.25,0,0.8117833254065030,0.4894686111613170,0
29096504,0,10,0,6,0.375,0,0,0.5207699798876500,0.36931374649960000,1
28884030,0,0,0,16,1,0,1,0.162994435655119,0.144321766561514,1
28103910,0,12,0,4,0.25,0,0,0.7961327496428790,0.6875000000000000,0
25745953,2,0,2,0,0,0.5,0,0.538068343685424,0.4500000000000000,0
25257275,4,8,4,0,0,0.25,0,0.7323847427079590,0.6624605678233440,0
24449707,1,2,1,0,0,0.25,0,0.7516804725400590,0.48194037145650000,0
23503585,2,0,2,0,0,0.5,0,0.7626393232348130,0.4574754558204770,0
22535866,8,0,8,0,0,0.5,0,0.5895242154112710,0.5602310231023100,0
22222103,0,8,0,8,0.5,0,0,0.7087174045802630,0.5723233844468780,0
22166359,5,4,5,2,0.125,0.3125,0,0.6162588504715160,0.4411631084669990,0
22141613,0,0,0,4,1,0,1,0.11416337029996300,0.09838709677419350,1
21665495,0,12,0,4,0.25,0,0,0.7961327496428790,0.6875000000000000,0
21490235,4,8,4,0,0,0.25,0,0.671477670446339,0.5918171733629150,0
20312760,8,0,8,0,0,0.5,0,0.42774414227156800,0.37108307045215600,1
20113482,3,4,3,6,0.375,0.1875,0,0.7280807242755570,0.43713107540864200,0
20043586,3,4,3,6,0.375,0.1875,0,0.54532288616622700,0.4037340183598190,0
19913374,0,16,0,0,0,0,1,0.7568110397383340,0.6881188118811880,1
19302668,2,0,2,0,0,0.5,0,0.7374743284074030,0.5915053763440860,0
19294877,2,10,2,2,0.125,0.125,0,0.7546064635181930,0.4644837857703030,0
17950689,0,14,0,2,0.125,0,0,0.66543121722395600,0.5121515341982720,0
16654434,1,2,1,0,0,0.25,0,0.797899343281040,0.518510793111812,0
16101132,0,0,0,8,1,0,1,0.27163829097685900,0.20306122448979600,1
15577915,6,2,6,2,0.125,0.375,0,0.6364015327682650,0.4662555657412260,0
13581319,6,0,6,4,0.25,0.375,0,0.6238481297633770,0.4220437167388770,0
11521789,5,2,5,4,0.25,0.3125,0,0.6972612886324530,0.4431185431493870,0
9653950,0,14,0,2,0.125,0,0,0.8639024734532430,0.50564400647564300,0
6344072,0,14,0,2,0.125,0,0,0.8500972616791550,0.614583066046691,0
4711962,0,16,0,0,0,0,1,0.7604931239367700,0.679810725552050,1
4688131,7,0,7,2,0.125,0.4375,0,0.58505097306232300,0.4624587458745870,0
3587109,0,14,0,2,0.125,0,0,0.8544601974456620,0.6164545025931160,0
2143114,8,0,8,0,0,0.5,0,0.5553692358438560,0.5074257425742570,0
