worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
20043586,3,4,3,6,0.375,0.1875,0,0.5581752595452828,0.35313531353135313,0,0,0,0,0,0
19913374,0,16,0,0,0,0,1,0.7803563619276725,0.48514851485148514,0,0,0,0,0,0
19302668,2,0,2,0,0,0.5,0,0.4913584763865274,0.2645161290322581,0,0,0,0,0,0
19294877,2,10,2,2,0.125,0.125,0,0.7578989021097385,0.4605678233438486,0,0,0,0,0,0
17950689,0,14,0,2,0.125,0,0,0.7791497995270559,0.47318611987381703,0,0,0,0,0,0
16654434,1,2,1,0,0,0.25,0,0.7434671279773551,0.4645161290322581,0,0,0,0,0,0
16101132,0,0,0,8,1,0,1,0.29797336579447403,0.1836734693877551,1,1,0,0,0,0
15577915,6,2,6,2,0.125,0.375,0,0.3551601849613403,0.2319277108433735,1,1,0,0,0,0
13581319,6,0,6,4,0.25,0.375,0,0.3552878615060192,0.22289156626506024,1,1,0,0,0,0
11521789,5,2,5,4,0.25,0.3125,0,0.46855768683922044,0.32831325301204817,0,0,0,0,0,0
9653950,0,14,0,2,0.125,0,0,0.8631431345734639,0.5412541254125413,0,0,0,0,0,0
6344072,0,14,0,2,0.125,0,0,0.8631431345734639,0.5412541254125413,0,0,0,0,0,0
4711962,0,16,0,0,0,0,1,0.7970937365799536,0.48580441640378547,0,0,0,0,0,0
4688131,7,0,7,2,0.125,0.4375,0,0.39461166069405174,0.2508250825082508,0,0,0,0,0,0
3587109,0,14,0,2,0.125,0,0,0.8631431345734639,0.5412541254125413,0,0,0,0,0,0
2143114,8,0,8,0,0,0.5,0,0.25867642923950335,0.16501650165016502,1,1,0,0,0,0
