worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33761260,14,2,14,0,0,0.466666666666667,0,4.25,2.57,0.6340574655226641,0.4133480530696735,0
33721948,0,10,0,4,0.285714285714286,0,0,1,NONE,0.7743925764146884,0.6472701149425287,0
33294824,4,6,4,0,0,0.285714285714286,0,1.4,1,0.6794209547293687,0.5405840009288285,0
33271440,0,0,0,36,1,0,1,NONE,NONE,0.23658541154777873,0.18835616438356165,1
32424428,15,6,15,0,0,0.416666666666667,0,4.33,2.2,0.643991843651873,0.4175612976089543,0
32292681,0,36,0,0,0,0,1,1,NONE,0.7733691654911965,0.6469957081545064,1
31906954,0,36,0,0,0,0,1,1,NONE,0.7586099877802872,0.6255364806866952,1
31743852,4,0,4,6,0.428571428571429,0.285714285714286,0,4,0,0.5110447983190318,0.39902583049134777,0
31304413,7,0,7,0,0,0.5,0,1.57,1,0.7065496976898309,0.5928719667943807,0
30326470,9,14,9,4,0.111111111111111,0.25,0,3.61,1.33,0.7377756994752667,0.4993377598619858,0
30137403,1,34,1,0,0,0.0277777777777778,0,7,4,0.7209083594027669,0.41788237197956424,0
29849805,11,8,11,6,0.166666666666667,0.305555555555556,0,4.53,3.18,0.7795811185002672,0.48513172649438746,0
29155723,7,14,7,8,0.222222222222222,0.194444444444444,0,4.67,3.29,0.770413172021888,0.4847754907723326,0
29096504,0,36,0,0,0,0,1,2.92,NONE,0.7958320665821602,0.5324570884482709,1
28884030,0,0,0,36,1,0,1,NONE,NONE,0.23658541154777873,0.18835616438356165,1
28524232,1,6,1,6,0.428571428571429,0.0714285714285714,0,4.71,0,0.5548679117680213,0.35381249902114464,0
28513920,0,22,0,14,0.388888888888889,0,0,1,NONE,0.572475649426178,0.488013698630137,0
28351359,16,0,16,4,0.111111111111111,0.444444444444444,0,3.38,0,0.6348258378516258,0.4534205306425698,0
28103910,0,4,0,6,0.6,0,0,1,NONE,0.6428506110799507,0.538659793814433,0
27934334,8,2,8,18,0.5,0.222222222222222,0,5.6,0,0.49294891493635706,0.38414875839533363,1
27753923,18,0,18,0,0,0.5,0,1,0,0.6256319081393809,0.553648068669528,0
25257275,0,36,0,0,0,0,1,1,NONE,0.7747643873763579,0.6426940639269407,1
24449707,16,4,16,0,0,0.444444444444444,0,4.35,2.38,0.7417550422237962,0.4822883174687685,0
23503585,0,36,0,0,0,0,1,6.78,NONE,0.7436452845253261,0.4306923930790964,1
22222103,0,34,0,2,0.0555555555555556,0,0,2.03,NONE,0.824805928510357,0.5890348376289255,0
21665495,0,12,0,2,0.142857142857143,0,0,1,NONE,0.7809352392795663,0.6530172413793104,0
21613169,0,32,0,4,0.111111111111111,0,0,2.13,NONE,0.8041007205922449,0.5796271140539345,0
21490235,6,0,6,2,0.142857142857143,0.428571428571429,0,1.5,1,0.7431966878912333,0.6181832694763729,0
20447575,7,6,7,0,0,0.35,0,4.31,2.57,0.7778817311764707,0.476951970634896,0
20113482,11,8,11,6,0.166666666666667,0.305555555555556,0,6,3,0.7870769531161785,0.4791500521393288,0
19913374,0,36,0,0,0,0,1,1,NONE,0.7588020583363309,0.6351931330472103,1
19302668,18,0,18,0,0,0.5,0,1,1.06,0.6850047035512773,0.5907534246575343,0
19294877,5,4,5,0,0,0.357142857142857,0,8.33,0,0.6553077759081735,0.4241763760197986,0
18990100,6,0,6,2,0.142857142857143,0.428571428571429,0,5.67,4.33,0.7402067158418787,0.4513936278147485,0
17950689,0,20,0,16,0.444444444444444,0,0,1.15,NONE,0.602863818282874,0.49336377737665293,0
16101132,0,34,0,2,0.0555555555555556,0,0,0.79,NONE,0.6167154218124753,0.4929493074879341,0
15577915,7,0,7,0,0,0.5,0,2.86,0,0.6127154685031373,0.5019262346848554,0
15439740,8,10,8,10,0.277777777777778,0.222222222222222,0,5.94,7,0.6807251373065649,0.4145153898493389,0
13763729,9,0,9,0,0,0.5,0,5,0,0.6021477175433883,0.45134168343988235,0
13581319,18,0,18,0,0,0.5,0,2.83,0,0.671196593887949,0.49587304412242295,0
11382239,8,4,8,16,0.444444444444444,0.222222222222222,0,4.17,3.75,0.652047531429065,0.44009410737479604,0
4711962,0,36,0,0,0,0,1,1,NONE,0.7631369160078515,0.6358447488584476,1
4688131,5,0,5,4,0.285714285714286,0.357142857142857,0,2.4,0,0.5532402934810918,0.42102964085722705,0
3587109,0,36,0,0,0,0,1,1.86,NONE,0.8100906353851539,0.5962343197028627,1
2143114,7,0,7,0,0,0.5,0,1,0,0.6865455053646079,0.5869252873563219,0
