32292681,entity/text/news/tweet/38876,0,1,0,0
33081699,entity/text/news/tweet/38876,0,1,0,0
33386576,entity/text/news/tweet/38876,0,0,0,1
19913374,entity/text/news/tweet/38876,0,1,0,0
20113482,entity/text/news/tweet/38876,0,1,0,0
11382239,entity/text/news/tweet/38876,1,0,0,0
18960682,entity/text/news/tweet/38876,0,1,0,0
27753923,entity/text/news/tweet/38876,1,0,0,0
24449707,entity/text/news/tweet/38876,1,0,0,0
33294824,entity/text/news/tweet/38876,1,0,0,0
2143114,entity/text/news/tweet/38876,0,0,1,0
31906954,entity/text/news/tweet/38876,0,1,0,0
18317462,entity/text/news/tweet/38876,1,0,0,0
20312760,entity/text/news/tweet/38876,1,0,0,0
29216552,entity/text/news/tweet/38876,1,0,0,0
32352104,entity/text/news/tweet/38876,0,1,0,0
33397209,entity/text/news/tweet/38876,0,1,0,0
28351359,entity/text/news/tweet/38876,0,0,1,0
25257275,entity/text/news/tweet/38876,0,1,0,0
4711962,entity/text/news/tweet/38876,0,1,0,0
3587109,entity/text/news/tweet/38876,0,1,0,0
29155723,entity/text/news/tweet/38876,1,0,0,0
13581319,entity/text/news/tweet/38876,0,0,1,0
32053642,entity/text/news/tweet/38876,0,0,1,0
29209955,entity/text/news/tweet/38876,0,1,0,0
20043586,entity/text/news/tweet/38876,1,0,0,0
6344072,entity/text/news/tweet/38876,0,1,0,0
16689653,entity/text/news/tweet/38876,0,1,0,0
18990100,entity/text/news/tweet/38876,1,0,0,0
28103910,entity/text/news/tweet/38876,0,1,0,0
33397209,entity/text/news/tweet/38677,0,1,0,0
28351359,entity/text/news/tweet/38677,0,0,1,0
25257275,entity/text/news/tweet/38677,0,1,0,0
32352104,entity/text/news/tweet/38677,1,0,0,0
4711962,entity/text/news/tweet/38677,0,1,0,0
3587109,entity/text/news/tweet/38677,0,1,0,0
29155723,entity/text/news/tweet/38677,0,1,0,0
13581319,entity/text/news/tweet/38677,0,0,1,0
32053642,entity/text/news/tweet/38677,1,0,0,0
29209955,entity/text/news/tweet/38677,1,0,0,0
6344072,entity/text/news/tweet/38677,0,1,0,0
16689653,entity/text/news/tweet/38677,0,1,0,0
20043586,entity/text/news/tweet/38677,0,1,0,0
18990100,entity/text/news/tweet/38677,0,0,1,0
28103910,entity/text/news/tweet/38677,0,1,0,0
32292681,entity/text/news/tweet/38677,0,1,0,0
33081699,entity/text/news/tweet/38677,0,1,0,0
33386576,entity/text/news/tweet/38677,1,0,0,0
20113482,entity/text/news/tweet/38677,0,0,1,0
19913374,entity/text/news/tweet/38677,0,1,0,0
11382239,entity/text/news/tweet/38677,0,0,1,0
18960682,entity/text/news/tweet/38677,0,1,0,0
27753923,entity/text/news/tweet/38677,1,0,0,0
2143114,entity/text/news/tweet/38677,0,0,1,0
24449707,entity/text/news/tweet/38677,1,0,0,0
33294824,entity/text/news/tweet/38677,1,0,0,0
18317462,entity/text/news/tweet/38677,0,0,1,0
31906954,entity/text/news/tweet/38677,0,1,0,0
31861996,entity/text/news/tweet/38677,0,1,0,0
20312760,entity/text/news/tweet/38677,0,0,1,0
28351359,entity/text/news/tweet/38961,0,0,1,0
25257275,entity/text/news/tweet/38961,0,1,0,0
33397209,entity/text/news/tweet/38961,0,1,0,0
32352104,entity/text/news/tweet/38961,0,0,0,1
4711962,entity/text/news/tweet/38961,0,1,0,0
3587109,entity/text/news/tweet/38961,0,1,0,0
29155723,entity/text/news/tweet/38961,0,1,0,0
13581319,entity/text/news/tweet/38961,0,0,1,0
32053642,entity/text/news/tweet/38961,0,0,1,0
29209955,entity/text/news/tweet/38961,0,1,0,0
6344072,entity/text/news/tweet/38961,0,1,0,0
16689653,entity/text/news/tweet/38961,0,1,0,0
18990100,entity/text/news/tweet/38961,0,0,1,0
28103910,entity/text/news/tweet/38961,0,0,0,1
20043586,entity/text/news/tweet/38961,0,0,0,1
20043586,entity/text/news/tweet/38961,0,0,0,1
32292681,entity/text/news/tweet/38961,0,1,0,0
33081699,entity/text/news/tweet/38961,0,1,0,0
20113482,entity/text/news/tweet/38961,0,0,0,1
33386576,entity/text/news/tweet/38961,0,0,1,0
19913374,entity/text/news/tweet/38961,0,1,0,0
11382239,entity/text/news/tweet/38961,0,0,1,0
18960682,entity/text/news/tweet/38961,0,0,1,0
27753923,entity/text/news/tweet/38961,1,0,0,0
33294824,entity/text/news/tweet/38961,0,0,1,0
2143114,entity/text/news/tweet/38961,0,0,1,0
24449707,entity/text/news/tweet/38961,0,0,1,0
18317462,entity/text/news/tweet/38961,0,0,1,0
31906954,entity/text/news/tweet/38961,0,1,0,0
31861996,entity/text/news/tweet/38961,0,1,0,0
32292681,entity/text/news/tweet/38640,0,1,0,0
