worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
34053021,5,4,5,2,0.125,0.3125,0,0.7136627501133910,0.4298103736774830,0
33903622,1,24,1,2,0.0714285714285714,0.0357142857142857,0,0.8049235691004870,0.49199241831540300,0
33761260,10,2,10,6,0.214285714285714,0.357142857142857,0,0.5590211772724760,0.4026799368392130,0
33725995,0,20,0,8,0.285714285714286,0,0,0.48199232394017600,0.38495934959349600,0
33721948,0,22,0,6,0.214285714285714,0,0,0.7327142125523260,0.6191056910569110,0
33565158,7,12,7,2,0.0714285714285714,0.25,0,0.6923432416357620,0.4587339774758620,0
33538351,7,14,7,0,0,0.25,0,0.6689149578056630,0.49187906776326100,0
33500282,13,0,13,2,0.0714285714285714,0.464285714285714,0,0.5566771512007620,0.40222454251456700,0
33467170,9,4,9,6,0.214285714285714,0.321428571428571,0,0.6833101687158980,0.5775626099566130,0
33453357,5,4,5,2,0.125,0.3125,0,0.6821849330630470,0.6028992992822780,0
33294824,8,12,8,0,0,0.285714285714286,0,0.6506452269149940,0.5418994263040580,0
33271440,0,0,0,20,1,0,1,0.14940033087360600,0.1181102362204720,1
32352104,1,22,1,4,0.142857142857143,0.0357142857142857,0,0.7484754883799510,0.6636146496815290,0
32338429,0,28,0,0,0,0,1,0.7310463784940470,0.6055666434265840,1
32053642,12,4,12,0,0,0.428571428571429,0,0.6644586494858370,0.4319068678223990,0
31695021,5,0,5,2,0.166666666666667,0.416666666666667,0,0.6989632154154310,0.46736380022916700,0
31670127,10,0,10,0,0,0.5,0,0.7021695041523040,0.5298999977393330,0
31443509,2,12,2,0,0,0.125,0,0.49205794916604900,0.3893709327548810,0
31304413,1,18,1,8,0.285714285714286,0.0357142857142857,0,0.7296217748046500,0.620358254005384,0
31184650,0,18,0,2,0.1,0,0,0.7148461652755020,0.6187155637450910,0
31065274,6,2,6,2,0.125,0.375,0,0.7627722799396530,0.4808157939806390,0
30901412,8,10,8,2,0.0714285714285714,0.285714285714286,0,0.6744448373917780,0.48652582776596600,0
30137403,10,6,10,2,0.0714285714285714,0.357142857142857,0,0.7655848200934870,0.4539006205214850,0
29849805,10,4,10,4,0.142857142857143,0.357142857142857,0,0.7101451234795150,0.45309036842347100,0
29209955,0,4,0,0,0,0,1,0.757301325021189,0.6326219512195120,1
28790780,0,28,0,0,0,0,1,0.7344345186513290,0.6543574593796160,1
28103910,1,14,1,0,0,0.0625,0,0.7175217842241130,0.6338716134031370,0
27934334,9,6,9,4,0.142857142857143,0.321428571428571,0,0.6671876305715920,0.4626901024459650,0
27753923,13,0,13,2,0.0714285714285714,0.464285714285714,0,0.7440487663664440,0.5671176902716430,0
25257275,3,16,3,6,0.214285714285714,0.107142857142857,0,0.7230998647564610,0.649061032863850,0
24449707,10,6,10,2,0.0714285714285714,0.357142857142857,0,0.7946448272229380,0.4721725775294420,0
23503585,4,8,4,0,0,0.25,0,0.7453122659589050,0.419939365049294,0
22141613,0,0,0,20,1,0,1,0.14940033087360600,0.1181102362204720,1
21963184,9,8,9,2,0.0714285714285714,0.321428571428571,0,0.6839877681606500,0.51705535961868000,0
21665495,1,18,1,0,0,0.05,0,0.7456116251707320,0.6331551213440980,0
21490235,7,10,7,4,0.142857142857143,0.25,0,0.7317478065089090,0.6535140182971770,0
20312760,12,0,12,4,0.142857142857143,0.428571428571429,0,0.4834499247342630,0.39725569481449700,0
20113482,4,14,4,6,0.214285714285714,0.142857142857143,0,0.7722667739640790,0.4669929288771310,0
20043586,10,4,10,4,0.142857142857143,0.357142857142857,0,0.6216910938243120,0.435819819655790,0
19913374,0,28,0,0,0,0,1,0.7267497205383410,0.6398237179487180,1
19302668,12,0,12,4,0.142857142857143,0.428571428571429,0,0.6872597745147270,0.5874315528449150,0
19294877,7,14,7,0,0,0.25,0,0.7462596503936530,0.4680674161919000,0
18990100,12,0,12,4,0.142857142857143,0.428571428571429,0,0.7553593496600240,0.46290153935269500,0
17950689,0,24,0,4,0.142857142857143,0,0,0.6734228258838010,0.4941206531256070,0
16101132,0,10,0,10,0.5,0,0,0.3256586238756970,0.25311049405537600,1
15577915,12,0,12,4,0.142857142857143,0.428571428571429,0,0.57899763627915300,0.448115298677648,0
15439740,0,20,0,8,0.285714285714286,0,0,0.6941261084228270,0.4220990012124180,0
13581319,11,2,11,4,0.142857142857143,0.392857142857143,0,0.59370888800862400,0.4425127966933760,0
9653950,3,12,3,2,0.1,0.15,0,0.7740442144587420,0.46431640539959800,0
6344072,5,4,5,2,0.125,0.3125,0,0.7617774034402410,0.5242944644035540,0
6330007,4,8,4,0,0,0.25,0,0.7259044053258360,0.4611360518140130,0
4711962,0,28,0,0,0,0,1,0.7185950171114770,0.6289256198347110,1
3587109,0,26,0,2,0.0714285714285714,0,0,0.7494276690311240,0.5615484108563170,0
2143114,14,0,14,0,0,0.5,0,0.5752177328473450,0.5337837837837840,0
